,IMEI_Number,Phone_Number,Called_Numbers,Type,Call_Start_Time,Call_End_Time,Location
357,456431013543810,+91-9457614681,+91-755-501-4234,INCOMING,2020-02-16 09:27:44,2020-02-16 10:13:05,"(28.881342, 78.581894)"
358,604775855254246,+91-9457614681,+91-855-502-2503,INCOMING,2020-03-15 00:41:23,2020-03-15 01:23:15,"(28.792365, 78.756622)"
359,604775855254246,+91-9457614681,+91-945-556-9882,OUTGOING,2020-02-08 20:15:16,2020-02-08 20:32:51,"(28.696474, 78.660419)"
360,604775855254246,+91-9457614681,+91-855-538-2053,INCOMING,2020-01-20 01:55:30,2020-01-20 02:02:21,"(28.792365, 78.756622)"
361,456431013543810,+91-9457614681,+91-985-551-1051,INCOMING,2020-03-01 05:36:21,2020-03-01 06:14:20,"(28.847369, 78.758552)"
362,604775855254246,+91-9457614681,+91-955-559-4440,INCOMING,2020-03-04 21:40:12,2020-03-04 22:17:32,"(28.792365, 78.756622)"
363,604775855254246,+91-9457614681,+91-855-592-9539,OUTGOING,2020-02-03 00:04:22,2020-02-03 00:41:13,"(28.792365, 78.756622)"
364,456431013543810,+91-9457614681,+91-855-591-4164,OUTGOING,2020-01-12 00:51:27,2020-01-12 01:50:59,"(28.881342, 78.581894)"
365,250777406762377,+91-9457614681,+91-925-558-9205,OUTGOING,2020-02-11 15:57:53,2020-02-11 16:23:28,"(28.892516, 78.725159)"
366,250777406762377,+91-9457614681,+91-855-523-1067,INCOMING,2020-02-03 22:05:55,2020-02-03 22:39:30,"(28.829659, 78.715692)"
367,250777406762377,+91-9457614681,+91-755-541-2295,INCOMING,2020-02-08 05:53:07,2020-02-08 06:28:58,"(28.892516, 78.725159)"
368,250777406762377,+91-9457614681,+91-925-557-3998,OUTGOING,2020-03-20 13:16:21,2020-03-20 13:19:26,"(28.892516, 78.725159)"
369,604775855254246,+91-9457614681,+91-755-564-5265,OUTGOING,2020-02-24 17:56:11,2020-02-24 18:04:46,"(28.847369, 78.758552)"
370,250777406762377,+91-9457614681,+91-855-503-9775,OUTGOING,2020-02-19 02:40:09,2020-02-19 02:53:55,"(28.847369, 78.758552)"
371,250777406762377,+91-9457614681,+91-755-565-8423,OUTGOING,2020-03-24 12:51:01,2020-03-24 13:09:18,"(28.829659, 78.715692)"
372,604775855254246,+91-9457614681,+91-755-511-1920,INCOMING,2020-01-31 00:47:33,2020-01-31 01:08:14,"(28.881342, 78.581894)"
373,604775855254246,+91-9457614681,+91-855-531-3873,INCOMING,2020-03-02 09:23:50,2020-03-02 09:35:29,"(28.696474, 78.660419)"
374,604775855254246,+91-9457614681,+91-855-569-0253,OUTGOING,2020-01-13 11:53:30,2020-01-13 12:32:40,"(28.696474, 78.660419)"
375,604775855254246,+91-9457614681,+91-755-597-3583,INCOMING,2020-03-23 00:11:19,2020-03-23 00:19:55,"(28.696474, 78.660419)"
376,456431013543810,+91-9457614681,+91-855-579-5317,INCOMING,2020-01-27 16:23:13,2020-01-27 16:31:53,"(28.792365, 78.756622)"
377,250777406762377,+91-9457614681,+91-855-591-4164,INCOMING,2020-03-11 09:09:33,2020-03-11 09:27:11,"(28.829659, 78.715692)"
378,604775855254246,+91-9457614681,+91-755-517-4792,OUTGOING,2020-03-12 18:50:26,2020-03-12 19:25:39,"(28.696474, 78.660419)"
379,250777406762377,+91-9457614681,+91-855-503-9775,OUTGOING,2020-01-05 21:12:43,2020-01-05 21:52:54,"(28.792365, 78.756622)"
380,250777406762377,+91-9457614681,+91-855-503-9775,INCOMING,2020-02-14 02:10:37,2020-02-14 02:37:33,"(28.881342, 78.581894)"
381,456431013543810,+91-9457614681,+91-965-550-9287,OUTGOING,2020-03-10 15:59:37,2020-03-10 16:24:37,"(28.881342, 78.581894)"
382,456431013543810,+91-9457614681,+91-915-557-2013,INCOMING,2020-02-04 18:49:33,2020-02-04 18:52:43,"(28.792365, 78.756622)"
383,604775855254246,+91-9457614681,+91-855-556-8994,INCOMING,2020-01-24 12:11:09,2020-01-24 12:20:18,"(28.881342, 78.581894)"
384,456431013543810,+91-9457614681,+91-935-550-6401,OUTGOING,2020-02-18 16:06:01,2020-02-18 16:48:31,"(28.892516, 78.725159)"
385,604775855254246,+91-9457614681,+91-955-559-4440,OUTGOING,2020-03-21 18:46:10,2020-03-21 19:43:10,"(28.892516, 78.725159)"
386,604775855254246,+91-9457614681,+91-755-561-0725,OUTGOING,2020-02-13 02:25:39,2020-02-13 02:27:57,"(28.696474, 78.660419)"
387,604775855254246,+91-9457614681,+91-755-584-1519,OUTGOING,2020-01-16 23:01:39,2020-01-16 23:12:17,"(28.696474, 78.660419)"
388,456431013543810,+91-9457614681,+91-755-541-2295,INCOMING,2020-02-25 01:35:28,2020-02-25 01:45:46,"(28.892516, 78.725159)"
389,456431013543810,+91-9457614681,+91-755-505-9181,INCOMING,2020-01-04 23:53:19,2020-01-05 00:35:00,"(28.696474, 78.660419)"
390,456431013543810,+91-9457614681,+91-755-584-1519,INCOMING,2020-02-10 00:31:54,2020-02-10 00:55:50,"(28.847369, 78.758552)"
391,250777406762377,+91-9457614681,+91-755-541-9099,OUTGOING,2020-02-25 19:53:16,2020-02-25 20:15:16,"(28.696474, 78.660419)"
392,604775855254246,+91-9457614681,+91-755-522-9356,OUTGOING,2020-02-28 12:07:23,2020-02-28 12:23:41,"(28.696474, 78.660419)"
393,604775855254246,+91-9457614681,+91-755-576-3516,INCOMING,2020-01-10 19:01:16,2020-01-10 19:04:57,"(28.892516, 78.725159)"
394,604775855254246,+91-9457614681,+91-855-511-8075,OUTGOING,2020-02-24 09:23:21,2020-02-24 10:11:36,"(28.696474, 78.660419)"
395,250777406762377,+91-9457614681,+91-755-567-7936,OUTGOING,2020-02-12 23:00:59,2020-02-12 23:32:39,"(28.892516, 78.725159)"
396,604775855254246,+91-9457614681,+91-855-520-5448,OUTGOING,2020-02-24 09:44:47,2020-02-24 10:15:48,"(28.847369, 78.758552)"
397,456431013543810,+91-9457614681,+91-945-555-5148,INCOMING,2020-03-03 11:38:25,2020-03-03 12:11:32,"(28.892516, 78.725159)"
398,456431013543810,+91-9457614681,+91-755-530-5666,INCOMING,2020-01-16 00:30:36,2020-01-16 01:05:14,"(28.892516, 78.725159)"
399,250777406762377,+91-9457614681,+91-955-552-5033,OUTGOING,2020-02-02 18:23:15,2020-02-02 19:16:50,"(28.881342, 78.581894)"
400,456431013543810,+91-9457614681,+91-855-526-2805,INCOMING,2020-02-11 18:38:46,2020-02-11 19:07:35,"(28.847369, 78.758552)"
401,250777406762377,+91-9457614681,+91-855-520-5448,OUTGOING,2020-02-24 09:07:16,2020-02-24 09:14:52,"(28.881342, 78.581894)"
402,456431013543810,+91-9457614681,+91-975-552-0715,INCOMING,2020-02-23 02:57:34,2020-02-23 03:23:35,"(28.881342, 78.581894)"
403,250777406762377,+91-9457614681,+91-855-538-8796,OUTGOING,2020-01-02 10:22:03,2020-01-02 10:37:09,"(28.892516, 78.725159)"
404,604775855254246,+91-9457614681,+91-925-558-9205,OUTGOING,2020-01-05 15:00:16,2020-01-05 15:03:28,"(28.696474, 78.660419)"
405,604775855254246,+91-9457614681,+91-855-579-8994,OUTGOING,2020-02-02 10:50:41,2020-02-02 10:57:18,"(28.696474, 78.660419)"
406,456431013543810,+91-9457614681,+91-855-500-0203,INCOMING,2020-02-25 20:30:15,2020-02-25 21:10:20,"(28.829659, 78.715692)"
407,456431013543810,+91-9457614681,+91-755-584-1519,INCOMING,2020-03-07 15:14:47,2020-03-07 15:47:48,"(28.847369, 78.758552)"
408,604775855254246,+91-9457614681,+91-755-597-3583,INCOMING,2020-01-30 19:34:19,2020-01-30 19:54:17,"(28.892516, 78.725159)"
409,250777406762377,+91-9457614681,+91-855-513-6692,OUTGOING,2020-01-12 07:00:19,2020-01-12 07:00:27,"(28.829659, 78.715692)"
410,604775855254246,+91-9457614681,+91-925-557-3998,OUTGOING,2020-03-10 04:41:34,2020-03-10 05:28:23,"(28.892516, 78.725159)"
411,250777406762377,+91-9457614681,+91-855-502-2503,OUTGOING,2020-02-21 18:23:42,2020-02-21 18:25:44,"(28.696474, 78.660419)"
412,456431013543810,+91-9457614681,+91-755-522-9356,OUTGOING,2020-01-21 04:35:31,2020-01-21 04:36:42,"(28.881342, 78.581894)"
413,456431013543810,+91-9457614681,+91-755-522-9356,INCOMING,2020-01-25 05:20:05,2020-01-25 06:14:25,"(28.892516, 78.725159)"
414,456431013543810,+91-9457614681,+91-915-557-2013,INCOMING,2020-02-02 21:03:11,2020-02-02 21:59:47,"(28.696474, 78.660419)"
415,250777406762377,+91-9457614681,+91-945-553-4219,INCOMING,2020-01-21 18:02:36,2020-01-21 18:08:59,"(28.847369, 78.758552)"
416,604775855254246,+91-9457614681,+91-935-550-6401,OUTGOING,2020-02-06 06:29:41,2020-02-06 06:39:13,"(28.881342, 78.581894)"
417,604775855254246,+91-9457614681,+91-855-551-1010,OUTGOING,2020-01-19 09:17:57,2020-01-19 10:04:50,"(28.829659, 78.715692)"
418,456431013543810,+91-9457614681,+91-855-509-2252,OUTGOING,2020-01-20 01:51:45,2020-01-20 02:40:27,"(28.847369, 78.758552)"
419,604775855254246,+91-9457614681,+91-855-538-1344,INCOMING,2020-03-13 01:43:45,2020-03-13 02:22:40,"(28.829659, 78.715692)"
420,456431013543810,+91-9457614681,+91-925-550-8251,OUTGOING,2020-02-29 11:25:59,2020-02-29 11:49:36,"(28.892516, 78.725159)"
421,604775855254246,+91-9457614681,+91-955-553-7152,OUTGOING,2020-01-25 13:23:32,2020-01-25 14:01:07,"(28.696474, 78.660419)"
422,250777406762377,+91-9457614681,+91-855-504-4054,OUTGOING,2020-01-31 06:51:50,2020-01-31 07:46:13,"(28.847369, 78.758552)"
423,604775855254246,+91-9457614681,+91-955-559-1994,OUTGOING,2020-02-29 23:48:28,2020-03-01 00:04:31,"(28.829659, 78.715692)"
424,604775855254246,+91-9457614681,+91-995-551-3095,OUTGOING,2020-01-11 06:36:09,2020-01-11 07:11:31,"(28.829659, 78.715692)"
425,250777406762377,+91-9457614681,+91-855-520-5448,INCOMING,2020-03-04 16:40:34,2020-03-04 17:39:18,"(28.881342, 78.581894)"
426,604775855254246,+91-9457614681,+91-855-502-2503,INCOMING,2020-02-02 08:29:02,2020-02-02 09:13:26,"(28.847369, 78.758552)"
427,604775855254246,+91-9457614681,+91-755-592-7698,INCOMING,2020-02-16 15:06:20,2020-02-16 15:35:50,"(28.892516, 78.725159)"
428,456431013543810,+91-9457614681,+91-995-551-3095,INCOMING,2020-02-21 23:48:53,2020-02-22 00:30:35,"(28.881342, 78.581894)"
429,456431013543810,+91-9457614681,+91-755-555-8348,OUTGOING,2020-02-02 00:30:15,2020-02-02 01:17:58,"(28.792365, 78.756622)"
430,456431013543810,+91-9457614681,+91-935-550-6401,OUTGOING,2020-01-29 08:05:49,2020-01-29 08:44:52,"(28.881342, 78.581894)"
431,604775855254246,+91-9457614681,+91-935-550-6401,INCOMING,2020-01-06 16:26:08,2020-01-06 16:37:34,"(28.881342, 78.581894)"
432,456431013543810,+91-9457614681,+91-945-555-5148,OUTGOING,2020-02-19 03:12:31,2020-02-19 03:59:27,"(28.847369, 78.758552)"
433,456431013543810,+91-9457614681,+91-855-583-2582,INCOMING,2020-03-18 14:42:54,2020-03-18 15:06:03,"(28.792365, 78.756622)"
434,456431013543810,+91-9457614681,+91-855-526-9482,INCOMING,2020-02-02 02:48:52,2020-02-02 03:12:12,"(28.829659, 78.715692)"
435,456431013543810,+91-9457614681,+91-945-553-4219,OUTGOING,2020-02-21 10:34:17,2020-02-21 10:48:14,"(28.892516, 78.725159)"
436,250777406762377,+91-9457614681,+91-945-553-4219,INCOMING,2020-03-20 10:21:01,2020-03-20 10:41:53,"(28.829659, 78.715692)"
437,456431013543810,+91-9457614681,+91-955-552-5033,INCOMING,2020-01-01 15:45:05,2020-01-01 16:00:47,"(28.892516, 78.725159)"
438,456431013543810,+91-9457614681,+91-755-535-4555,INCOMING,2020-03-02 03:35:21,2020-03-02 03:45:57,"(28.892516, 78.725159)"
439,604775855254246,+91-9457614681,+91-855-579-5317,OUTGOING,2020-01-08 12:44:21,2020-01-08 13:14:56,"(28.696474, 78.660419)"
440,456431013543810,+91-9457614681,+91-755-598-9232,OUTGOING,2020-01-05 13:38:37,2020-01-05 14:27:13,"(28.847369, 78.758552)"
441,604775855254246,+91-9457614681,+91-985-550-6742,INCOMING,2020-02-11 07:42:51,2020-02-11 08:08:24,"(28.892516, 78.725159)"
442,604775855254246,+91-9457614681,+91-755-597-3583,INCOMING,2020-03-08 16:12:28,2020-03-08 16:53:55,"(28.847369, 78.758552)"
443,604775855254246,+91-9457614681,+91-755-522-9356,INCOMING,2020-02-04 05:25:59,2020-02-04 06:25:44,"(28.881342, 78.581894)"
444,456431013543810,+91-9457614681,+91-995-551-3095,OUTGOING,2020-02-04 22:36:58,2020-02-04 22:53:25,"(28.696474, 78.660419)"
445,250777406762377,+91-9457614681,+91-855-579-8994,INCOMING,2020-01-25 18:27:53,2020-01-25 19:01:21,"(28.792365, 78.756622)"
446,604775855254246,+91-9457614681,+91-935-555-1034,INCOMING,2020-03-01 00:13:58,2020-03-01 00:48:23,"(28.696474, 78.660419)"
447,456431013543810,+91-9457614681,+91-855-523-1067,OUTGOING,2020-01-18 01:34:19,2020-01-18 02:25:57,"(28.792365, 78.756622)"
448,604775855254246,+91-9457614681,+91-935-557-2700,INCOMING,2020-03-14 21:49:37,2020-03-14 22:09:57,"(28.847369, 78.758552)"
449,250777406762377,+91-9457614681,+91-905-557-7383,INCOMING,2020-01-12 05:48:05,2020-01-12 06:22:14,"(28.792365, 78.756622)"
450,456431013543810,+91-9457614681,+91-755-518-1731,OUTGOING,2020-03-17 01:37:35,2020-03-17 02:27:06,"(28.881342, 78.581894)"
451,604775855254246,+91-9457614681,+91-855-520-5448,INCOMING,2020-02-14 09:28:51,2020-02-14 10:02:23,"(28.881342, 78.581894)"
452,604775855254246,+91-9457614681,+91-855-579-8994,INCOMING,2020-03-13 23:52:43,2020-03-14 00:02:19,"(28.696474, 78.660419)"
453,456431013543810,+91-9457614681,+91-855-556-8994,OUTGOING,2020-01-19 17:15:33,2020-01-19 18:01:25,"(28.696474, 78.660419)"
454,604775855254246,+91-9457614681,+91-855-509-2252,OUTGOING,2020-01-16 19:50:35,2020-01-16 20:07:50,"(28.847369, 78.758552)"
455,456431013543810,+91-9457614681,+91-755-517-4792,INCOMING,2020-01-06 12:23:14,2020-01-06 13:17:59,"(28.881342, 78.581894)"
456,456431013543810,+91-9457614681,+91-755-535-4555,INCOMING,2020-02-15 15:42:53,2020-02-15 15:53:30,"(28.847369, 78.758552)"
457,456431013543810,+91-9457614681,+91-755-541-2719,OUTGOING,2020-01-31 19:47:32,2020-01-31 19:48:51,"(28.847369, 78.758552)"
458,604775855254246,+91-9457614681,+91-995-559-8991,OUTGOING,2020-03-23 18:17:27,2020-03-23 18:34:42,"(28.696474, 78.660419)"
459,456431013543810,+91-9457614681,+91-955-559-4440,OUTGOING,2020-03-10 01:43:07,2020-03-10 02:07:39,"(28.696474, 78.660419)"
460,456431013543810,+91-9457614681,+91-755-541-2295,INCOMING,2020-01-20 07:30:14,2020-01-20 08:01:19,"(28.847369, 78.758552)"
461,456431013543810,+91-9457614681,+91-755-505-9181,OUTGOING,2020-02-17 21:32:53,2020-02-17 21:55:17,"(28.881342, 78.581894)"
462,604775855254246,+91-9457614681,+91-755-580-3310,OUTGOING,2020-03-02 23:39:36,2020-03-03 00:32:30,"(28.792365, 78.756622)"
463,250777406762377,+91-9457614681,+91-915-557-2013,OUTGOING,2020-02-26 17:49:10,2020-02-26 18:42:53,"(28.829659, 78.715692)"
464,250777406762377,+91-9457614681,+91-755-512-9023,INCOMING,2020-03-13 18:46:06,2020-03-13 19:28:39,"(28.881342, 78.581894)"
465,456431013543810,+91-9457614681,+91-755-500-2214,OUTGOING,2020-02-13 17:27:27,2020-02-13 17:58:47,"(28.792365, 78.756622)"
466,604775855254246,+91-9457614681,+91-955-559-1994,INCOMING,2020-01-06 20:57:39,2020-01-06 21:04:16,"(28.847369, 78.758552)"
467,456431013543810,+91-9457614681,+91-755-565-8423,OUTGOING,2020-02-16 07:27:03,2020-02-16 07:49:26,"(28.696474, 78.660419)"
468,456431013543810,+91-9457614681,+91-935-557-2700,OUTGOING,2020-02-08 02:52:36,2020-02-08 03:30:01,"(28.829659, 78.715692)"
469,604775855254246,+91-9457614681,+91-855-579-8994,INCOMING,2020-01-03 03:26:30,2020-01-03 03:37:16,"(28.892516, 78.725159)"
470,250777406762377,+91-9457614681,+91-755-511-1920,OUTGOING,2020-03-23 14:29:13,2020-03-23 15:07:06,"(28.892516, 78.725159)"
471,456431013543810,+91-9457614681,+91-855-503-9775,INCOMING,2020-03-08 17:46:36,2020-03-08 18:15:45,"(28.829659, 78.715692)"
472,604775855254246,+91-9457614681,+91-925-550-8251,OUTGOING,2020-01-10 03:21:32,2020-01-10 03:21:39,"(28.696474, 78.660419)"
473,604775855254246,+91-9457614681,+91-755-598-9232,OUTGOING,2020-03-22 14:56:03,2020-03-22 15:15:11,"(28.696474, 78.660419)"
474,604775855254246,+91-9457614681,+91-855-553-7927,OUTGOING,2020-01-02 20:16:00,2020-01-02 20:43:59,"(28.792365, 78.756622)"
475,456431013543810,+91-9457614681,+91-925-557-3998,INCOMING,2020-02-22 19:40:09,2020-02-22 19:51:51,"(28.881342, 78.581894)"
476,250777406762377,+91-9457614681,+91-755-564-5265,OUTGOING,2020-03-14 08:39:22,2020-03-14 08:56:19,"(28.792365, 78.756622)"
477,456431013543810,+91-9457614681,+91-855-524-2371,OUTGOING,2020-02-14 05:34:32,2020-02-14 05:51:39,"(28.696474, 78.660419)"
478,604775855254246,+91-9457614681,+91-755-518-1731,INCOMING,2020-03-04 14:15:35,2020-03-04 14:33:28,"(28.881342, 78.581894)"
479,456431013543810,+91-9457614681,+91-855-553-2320,OUTGOING,2020-01-31 14:27:01,2020-01-31 14:47:36,"(28.696474, 78.660419)"
480,250777406762377,+91-9457614681,+91-755-598-9232,INCOMING,2020-03-10 11:16:35,2020-03-10 11:50:02,"(28.892516, 78.725159)"
481,604775855254246,+91-9457614681,+91-925-557-3998,OUTGOING,2020-03-20 06:24:33,2020-03-20 06:25:45,"(28.847369, 78.758552)"
482,604775855254246,+91-9457614681,+91-755-564-5265,INCOMING,2020-02-05 20:15:38,2020-02-05 20:53:10,"(28.696474, 78.660419)"
483,604775855254246,+91-9457614681,+91-855-526-9482,OUTGOING,2020-02-12 07:14:05,2020-02-12 07:36:07,"(28.892516, 78.725159)"
484,456431013543810,+91-9457614681,+91-755-522-9356,INCOMING,2020-03-21 06:04:54,2020-03-21 06:06:45,"(28.829659, 78.715692)"
485,250777406762377,+91-9457614681,+91-755-562-7393,OUTGOING,2020-02-03 12:13:46,2020-02-03 12:36:38,"(28.892516, 78.725159)"
486,456431013543810,+91-9457614681,+91-855-556-8994,INCOMING,2020-03-17 11:15:14,2020-03-17 11:39:22,"(28.696474, 78.660419)"
487,604775855254246,+91-9457614681,+91-855-511-8075,OUTGOING,2020-03-06 16:54:55,2020-03-06 17:17:59,"(28.829659, 78.715692)"
488,456431013543810,+91-9457614681,+91-755-541-2719,OUTGOING,2020-03-18 22:33:06,2020-03-18 22:58:54,"(28.696474, 78.660419)"
489,250777406762377,+91-9457614681,+91-755-541-9099,OUTGOING,2020-02-25 21:39:39,2020-02-25 21:46:08,"(28.881342, 78.581894)"
490,604775855254246,+91-9457614681,+91-755-564-0578,OUTGOING,2020-02-01 03:02:17,2020-02-01 03:24:48,"(28.829659, 78.715692)"
491,250777406762377,+91-9457614681,+91-855-579-5317,OUTGOING,2020-01-03 23:06:34,2020-01-03 23:26:37,"(28.892516, 78.725159)"
492,604775855254246,+91-9457614681,+91-855-583-2582,INCOMING,2020-03-13 16:46:24,2020-03-13 17:03:07,"(28.892516, 78.725159)"
493,604775855254246,+91-9457614681,+91-755-529-9384,OUTGOING,2020-02-27 15:26:19,2020-02-27 15:46:13,"(28.829659, 78.715692)"
494,456431013543810,+91-9457614681,+91-755-535-4555,INCOMING,2020-03-02 15:23:55,2020-03-02 15:29:47,"(28.881342, 78.581894)"
495,250777406762377,+91-9457614681,+91-855-595-1832,OUTGOING,2020-03-20 06:02:29,2020-03-20 06:41:08,"(28.892516, 78.725159)"
496,604775855254246,+91-9457614681,+91-935-555-1034,OUTGOING,2020-02-08 18:04:46,2020-02-08 18:09:16,"(28.892516, 78.725159)"
497,250777406762377,+91-9457614681,+91-985-551-1051,INCOMING,2020-02-20 11:00:37,2020-02-20 11:26:27,"(28.881342, 78.581894)"
498,250777406762377,+91-9457614681,+91-925-558-9205,OUTGOING,2020-03-15 16:05:03,2020-03-15 16:41:31,"(28.892516, 78.725159)"
499,456431013543810,+91-9457614681,+91-855-556-8994,OUTGOING,2020-01-12 10:10:19,2020-01-12 10:43:01,"(28.696474, 78.660419)"
500,456431013543810,+91-9457614681,+91-855-595-1832,INCOMING,2020-02-26 19:21:39,2020-02-26 20:17:23,"(28.881342, 78.581894)"
501,250777406762377,+91-9457614681,+91-855-523-1067,OUTGOING,2020-03-16 19:22:06,2020-03-16 19:27:52,"(28.881342, 78.581894)"
502,250777406762377,+91-9457614681,+91-855-531-3873,OUTGOING,2020-01-22 12:01:08,2020-01-22 12:18:21,"(28.892516, 78.725159)"
503,604775855254246,+91-9457614681,+91-995-551-3095,OUTGOING,2020-02-10 21:38:04,2020-02-10 22:00:06,"(28.829659, 78.715692)"
504,604775855254246,+91-9457614681,+91-855-580-4106,OUTGOING,2020-01-20 17:22:19,2020-01-20 18:03:52,"(28.881342, 78.581894)"
505,250777406762377,+91-9457614681,+91-755-527-3743,INCOMING,2020-02-23 01:17:33,2020-02-23 01:41:39,"(28.892516, 78.725159)"
506,250777406762377,+91-9457614681,+91-855-579-5317,INCOMING,2020-03-19 17:12:09,2020-03-19 17:49:22,"(28.792365, 78.756622)"
507,250777406762377,+91-9457614681,+91-905-556-5719,OUTGOING,2020-03-11 10:07:38,2020-03-11 10:38:58,"(28.892516, 78.725159)"
508,604775855254246,+91-9457614681,+91-755-567-7936,OUTGOING,2020-02-08 05:10:56,2020-02-08 06:03:20,"(28.892516, 78.725159)"
509,456431013543810,+91-9457614681,+91-905-559-4634,INCOMING,2020-02-17 20:57:17,2020-02-17 21:27:40,"(28.892516, 78.725159)"
510,250777406762377,+91-9457614681,+91-965-550-9287,INCOMING,2020-01-05 17:19:08,2020-01-05 17:22:08,"(28.881342, 78.581894)"
511,456431013543810,+91-9457614681,+91-755-500-2214,OUTGOING,2020-01-29 18:23:04,2020-01-29 19:10:53,"(28.792365, 78.756622)"
512,604775855254246,+91-9457614681,+91-755-541-9099,INCOMING,2020-03-20 12:34:09,2020-03-20 12:41:04,"(28.829659, 78.715692)"
513,250777406762377,+91-9457614681,+91-855-553-7983,OUTGOING,2020-02-18 06:37:27,2020-02-18 07:24:39,"(28.829659, 78.715692)"
514,604775855254246,+91-9457614681,+91-935-557-2700,INCOMING,2020-02-19 04:02:51,2020-02-19 04:15:57,"(28.847369, 78.758552)"
515,250777406762377,+91-9457614681,+91-965-550-9287,INCOMING,2020-02-14 00:31:51,2020-02-14 00:33:47,"(28.696474, 78.660419)"
516,456431013543810,+91-9457614681,+91-855-520-5448,INCOMING,2020-02-17 21:13:28,2020-02-17 22:01:18,"(28.847369, 78.758552)"
517,250777406762377,+91-9457614681,+91-855-518-6589,INCOMING,2020-03-21 03:27:08,2020-03-21 04:20:25,"(28.881342, 78.581894)"
518,604775855254246,+91-9457614681,+91-755-565-8423,OUTGOING,2020-02-13 20:24:59,2020-02-13 20:37:24,"(28.829659, 78.715692)"
519,250777406762377,+91-9457614681,+91-955-552-5033,INCOMING,2020-02-16 22:11:15,2020-02-16 22:25:51,"(28.829659, 78.715692)"
520,250777406762377,+91-9457614681,+91-755-522-9356,OUTGOING,2020-03-07 15:31:38,2020-03-07 15:34:11,"(28.792365, 78.756622)"
521,604775855254246,+91-9457614681,+91-755-527-3743,INCOMING,2020-01-12 13:55:50,2020-01-12 14:01:42,"(28.847369, 78.758552)"
522,456431013543810,+91-9457614681,+91-915-557-2013,OUTGOING,2020-02-15 10:14:57,2020-02-15 10:56:10,"(28.892516, 78.725159)"
523,604775855254246,+91-9457614681,+91-755-562-7393,OUTGOING,2020-01-22 04:42:18,2020-01-22 05:07:23,"(28.696474, 78.660419)"
524,456431013543810,+91-9457614681,+91-925-558-9205,OUTGOING,2020-01-28 03:49:08,2020-01-28 04:29:54,"(28.881342, 78.581894)"
525,456431013543810,+91-9457614681,+91-965-556-3594,OUTGOING,2020-01-05 15:46:01,2020-01-05 16:27:36,"(28.892516, 78.725159)"
526,604775855254246,+91-9457614681,+91-855-579-5317,INCOMING,2020-01-03 19:11:05,2020-01-03 19:56:28,"(28.881342, 78.581894)"
527,456431013543810,+91-9457614681,+91-905-559-4634,OUTGOING,2020-01-08 14:45:15,2020-01-08 14:50:09,"(28.792365, 78.756622)"
528,250777406762377,+91-9457614681,+91-975-556-7249,OUTGOING,2020-03-05 02:47:18,2020-03-05 03:01:10,"(28.892516, 78.725159)"
529,456431013543810,+91-9457614681,+91-855-509-2252,INCOMING,2020-02-28 05:29:51,2020-02-28 05:35:16,"(28.881342, 78.581894)"
530,250777406762377,+91-9457614681,+91-755-592-7698,OUTGOING,2020-01-20 18:04:07,2020-01-20 19:01:23,"(28.696474, 78.660419)"
531,456431013543810,+91-9457614681,+91-755-598-9232,INCOMING,2020-03-23 23:39:16,2020-03-24 00:08:00,"(28.829659, 78.715692)"
532,250777406762377,+91-9457614681,+91-855-504-4054,INCOMING,2020-03-19 13:44:37,2020-03-19 13:55:59,"(28.792365, 78.756622)"
533,250777406762377,+91-9457614681,+91-755-565-8423,INCOMING,2020-01-26 11:52:59,2020-01-26 12:17:43,"(28.829659, 78.715692)"
534,604775855254246,+91-9457614681,+91-855-531-3873,OUTGOING,2020-03-18 22:36:10,2020-03-18 22:40:57,"(28.847369, 78.758552)"
535,250777406762377,+91-9457614681,+91-755-529-9384,OUTGOING,2020-01-21 17:06:05,2020-01-21 17:52:16,"(28.792365, 78.756622)"
536,456431013543810,+91-9457614681,+91-755-500-2214,OUTGOING,2020-02-11 13:42:20,2020-02-11 14:11:36,"(28.847369, 78.758552)"
537,456431013543810,+91-9457614681,+91-955-559-1994,INCOMING,2020-03-05 20:59:28,2020-03-05 21:35:46,"(28.829659, 78.715692)"
538,250777406762377,+91-9457614681,+91-985-551-1051,OUTGOING,2020-02-22 19:26:15,2020-02-22 19:27:08,"(28.881342, 78.581894)"
539,250777406762377,+91-9457614681,+91-855-591-9650,INCOMING,2020-02-27 23:43:33,2020-02-28 00:43:22,"(28.881342, 78.581894)"
540,250777406762377,+91-9457614681,+91-855-551-1010,OUTGOING,2020-01-21 08:47:06,2020-01-21 08:51:51,"(28.696474, 78.660419)"
541,250777406762377,+91-9457614681,+91-855-580-4106,INCOMING,2020-02-04 11:36:43,2020-02-04 11:57:53,"(28.696474, 78.660419)"
542,250777406762377,+91-9457614681,+91-855-511-8075,INCOMING,2020-02-26 02:48:59,2020-02-26 02:55:01,"(28.792365, 78.756622)"
543,250777406762377,+91-9457614681,+91-755-517-4792,OUTGOING,2020-03-17 10:37:55,2020-03-17 11:26:07,"(28.847369, 78.758552)"
544,456431013543810,+91-9457614681,+91-965-556-3594,OUTGOING,2020-02-01 06:37:01,2020-02-01 06:48:50,"(28.847369, 78.758552)"
545,250777406762377,+91-9457614681,+91-755-517-4792,INCOMING,2020-01-03 15:28:13,2020-01-03 15:42:09,"(28.696474, 78.660419)"
